Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
,Fort Gaines Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Fort Gaines, Georgia, USA",,,,,"115 WASHINGTON ST, FORT GAINES, GA 39851",,,Fort Gaines,,,Clay County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://dauphinisland.org/fort-gaines/,,,,,,"","","",,,,,,,,,,39851,,,,,,"","",
,Fort King George Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Darien, Georgia, USA",,,,,"1600 WAYNE ST, DARIEN, GA 31305",,,Darien,,,McIntosh County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://gastateparks.org/fortkinggeorge,,,,,,"","","",,,,,,,,,,31305,,,,,,"","",
,Fort Morris Historic Site,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Midway, Georgia, USA",,,,,"2559 FORT MORRIS RD, MIDWAY, GA 31320",,,Midway,,,Liberty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://gastateparks.org/FortMorris,,,,,,"","","",,,,,,,,,,31320,,,,,,"","",
,Fort Pulaski National Monument,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tybee Island, Georgia, USA",,,,,"US HIGHWAY 80 EAST, SAVANNAH, GA 31328",,,Tybee Island,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.nps.gov/fopu/index.htm,,,,,,"","","",,,,,,,,,,31328,,,,,,"","",
,Fort Stewart Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Fort Stewart, Georgia, USA",,,,,"2022 FRANK COCHRAN DR, FORT STEWART, GA 31314",,,Fort Stewart,,,Liberty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://libertycounty.org/3d-infantry-division-museum/,,,,,,"","","",,,,,,,,,,31314,,,,,,"","",
,Fort Tyler Association,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in West Point, Georgia, USA",,,,,,,,West Point,,,Troup County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.forttyler.com/,,,,,,"","","",,,,,,,207,,,31833-0207,,,,,,"","",
,Foxfire Museum & Heritage Center,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Mountain City, Georgia, USA",,,,,"98 FOXFIRE LN, MOUNTAIN CITY, GA 30562",,,Mountain City,,,Rabun County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.foxfire.org/,,,,,,"","","",,,,,,,,,,30562,,,,,,"","",
,Franklin County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Lavonia, Georgia, USA",,,,,"255 N FORK RD, LAVONIA, GA 30553-4953",,,Lavonia,,,Franklin County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.franklincountyga.gov/government/historical-society/,,,,,,"","","",,,,,,,,,,30553-4953,,,,,,"","",
,Funk Heritage Center,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Waleska, Georgia, USA",,,,,"7300 REINHARDT CIR, WALESKA, GA 30183-2981",,,Waleska,,,Cherokee County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.reinhardt.edu/funkheritage/,,,,,,"","","",,,,,,,,,,30183-2981,,,,,,"","",
,Georgia Aquatic Hall Of Fame,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"4840 LANSBURY DR, ATLANTA, GA 30342-2736",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://gahof.org/,,,,,,"","","",,,,,,,,,,30342-2736,,,,,,"","",
,Georgia Baptist Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Washington, Georgia, USA",,,,,"1300 EDGEWOD AVE, WASHINGTON, GA 30673",,,Washington,,,Wilkes County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://libraries.mercer.edu/research-tools-help/archives/georgia-baptist-historical-society,,,,,,"","","",,,,,,,,,,30673,,,,,,"","",
,Georgia Capitol Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"431 STATE CAPITOL SW, ATLANTA, GA 30334",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.libs.uga.edu/capitolmuseum/,,,,,,"","","",,,,,,,,,,30334,,,,,,"","",
,Georgia Civil War Heritage Trails,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Evans, Georgia, USA",,,,,"1058 WALTONS PASS, EVANS, GA 30809-1864",,,Evans,,,Columbia County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.civilwarheritagetrails.org/ga-civil-war-trails-map/index.html,,,,,,"","","",,,,,,,,,,30809-1864,,,,,,"","",
,Georgia College & State University Natural History Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Milledgeville, Georgia, USA",,,,,"231 OCONEE RIVER GREENWAY, MILLEDGEVILLE, GA 31061",,,Milledgeville,,,Baldwin County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.gcsu.edu/nhm,,,,,,"","","",,,,,,,,,,31061,,,,,,"","",
,Georgia Historical Aviation Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Lilburn, Georgia, USA",,,,,"4919B VALLEY DALE DR SW, LILBURN, GA 30047",,,Lilburn,,,Gwinnett County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30047,,,,,,"","",
,Georgia Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Savannah, Georgia, USA",,,,,"501 WHITAKER ST, SAVANNAH, GA 31401-4830",,,Savannah,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://georgiahistory.com/,,,,,,"","","",,,,,,,,,,31401-4830,,,,,,"","",
,Georgia Museum Of Agriculture And Historic Village,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tifton, Georgia, USA",,,,,"1392 WHIDDON MILL ROAD, TIFTON, GA 31793",,,Tifton,,,Tift County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.abac.edu/museum,,,,,,"","","",,,,,,,,,,31793,,,,,,"","",
,Georgia Museum Of Surveying And Mapping,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Warrenton, Georgia, USA",,,,,"477 ATLANTA HWY, WARRENTON, GA 30828",,,Warrenton,,,Warren County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30828,,,,,,"","",
,Georgia Museum Of Transportation & Industry,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Decatur, Georgia, USA",,,,,,,,Decatur,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,2746,,,30031,,,,,,"","",
,Georgia Museums,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cartersville, Georgia, USA",,,,,"4 EAST CHURCH STREET, CARTERSVILLE, GA 30120-1705",,,Cartersville,,,Bartow County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.georgiamuseums.org/,,,,,,"","","",,,,,,,,,,30120-1705,,,,,,"","",
,Georgia Retired Educators Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Gainesville, Georgia, USA",,,,,"615 OAK STREET, GAINESVILLE, GA 30501-8509",,,Gainesville,,,Hall County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.garetirededucators.org/index.php/about/museum,,,,,,"","","",,,,,,,,,,30501-8509,,,,,,"","",
,Georgia Rural Telephone Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Leslie, Georgia, USA",,,,,"506 BAILEY AVE, LESLIE, GA 31764-0000",,,Leslie,,,Sumter County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://grtm.org/,,,,,,"","","",,,,,,,,,,31764-0000,,,,,,"","",
,Georgia Salzburger Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Rincon, Georgia, USA",,,,,"2980 EBENEZER RD, RINCON, GA 31326-3716",,,Rincon,,,Effingham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://visitebenezer.com/georgia-salzburger-society/,,,,,,"","","",,,,,,,,,,31326-3716,,,,,,"","",
,Georgia Southern Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Statesboro, Georgia, USA",,,,,"2142 SOUTHERN DRIVE, STATESBORO, GA 30458",,,Statesboro,,,Bulloch County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://academics.georgiasouthern.edu/museum,,,,,,"","","",,,,,,,,,,30458,,,,,,"","",
,Georgia Sports Hall Of Fame,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Macon, Georgia, USA",,,,,,,,Macon,,,Bibb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.georgiasportshalloffame.com,,,,,,"","","",,,,,,,4644,,,31208-4644,,,,,,"","",
,Georgia State Cotton Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Vienna, Georgia, USA",,,,,"1321 EAST UNION STREET, VIENNA, GA 31092-0309",,,Vienna,,,Dooly County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.cityofvienna.org/Attractions.aspx,,,,,,"","","",,,,,,,,,,31092-0309,,,,,,"","",
,Georgia State Parks And Historic Sites,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Stockbridge, Georgia, USA",,,,,"199 S ERWIN STREET SUITE, CARTERSVILLE, GA 30120-3503",,,Stockbridge,,,Bartow County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://gastateparks.org/,,,,,,"","","",,,,,,,,,,30120-3503,,,,,,"","",
,Georgia State Patrol Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"959 E CONFEDERATE AVE SE, ATLANTA, GA 30316-2531",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30316-2531,,,,,,"","",
,Georgia Trapshooting Hall Of Fame,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Dalton, Georgia, USA",,,,,,,,Dalton,,,Whitfield County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.gatrap.com/hall_of_fame.htm,,,,,,"","","",,,,,,,705,,,30722-0705,,,,,,"","",
,Georgia Trust For Historic Preservation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"1516 PEACHTREE ST NW, ATLANTA, GA 30309-2908",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.georgiatrust.org/,,,,,,"","","",,,,,,,,,,30309-2908,,,,,,"","",
,Georgia Veterans Memorial State Park,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cordele, Georgia, USA",,,,,"2459-A HIGHWAY 280 WEST, CORDELE, GA 31015",,,Cordele,,,Crisp County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.lakeblackshearresort.com/ga-veterans-park/,,,,,,"","","",,,,,,,,,,31015,,,,,,"","",
,Georgia Writers Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Eatonton, Georgia, USA",,,,,"109 S JEFFERSON AVE, EATONTON, GA 31024-1023",,,Eatonton,,,Putnam County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.georgiawritersmuseum.com/,,,,,,"","","",,,,,,,,,,31024-1023,,,,,,"","",
,Georgia's Old Capital Museum Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Milledgeville, Georgia, USA",,,,,"201 E GREENE ST, MILLEDGEVILLE, GA 31061",,,Milledgeville,,,Baldwin County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://oldcapitalmuseum.org,,,,,,"","","",,,,,,,,,,31061,,,,,,"","",
,Georiga National Guard Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Marietta, Georgia, USA",,,,,"1000 HASLEY AVE BLDG #2, MARIETTA, GA 30060",,,Marietta,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.hsgng.org/,,,,,,"","","",,,,,,,,,,30060,,,,,,"","",
,Gertrude Ma Rainey House & Blues Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Columbus, Georgia, USA",,,,,,,,Columbus,,,Muscogee County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.facebook.com/MaRaineyHouse/,,,,,,"","","",,,,,,,12513,,,31917-2513,,,,,,"","",
,Gilmer County Historical Preservation Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Ellijay, Georgia, USA",,,,,,,,Ellijay,,,Gilmer County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.gilmercountyhistoricalsociety.org/,,,,,,"","","",,,,,,,221,,,30540-0030,,,,,,"","",
,Gipp Museums,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Roswell, Georgia, USA",,,,,"7075 BAYWOOD DR, ROSWELL, GA 30076-4249",,,Roswell,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30076-4249,,,,,,"","",
,Girl Scout First Headquarters Building,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Savannah, Georgia, USA",,,,,"6869 COLUMBUS RD, LIZELLA, GA 31052-3610",,,Savannah,,,Bibb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.gshg.org/en/our-council/girl-scout-first-headquarters.html,,,,,,"","","",,,,,,,,,,31052-3610,,,,,,"","",
,Global Health Odessey Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"1600 CLIFTON RD NE, ATLANTA, GA 30329",,,Atlanta,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.cdc.gov/gcc/exhibit/ex_space.htm,,,,,,"","","",,,,,,,,,,30329,,,,,,"","",
,Glynn County Sports Hall Of Fame,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Brunswick, Georgia, USA",,,,,,,,Brunswick,,,Glynn County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.gcshof.com/,,,,,,"","","",,,,,,,1521,,,31521-1521,,,,,,"","",
,Gold Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Dahlonega, Georgia, USA",,,,,"1 PUBLIC SQUARE NORTH, DAHLONEGA, GA 30533",,,Dahlonega,,,Lumpkin County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://gastateparks.org/dahlonegagoldmuseum,,,,,,"","","",,,,,,,,,,30533,,,,,,"","",
,Gone With The Wind Movie Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"76 PEACHTREE CIR NE, ATLANTA, GA 30309",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30309,,,,,,"","",
,Gone With Wind Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Marietta, Georgia, USA",,,,,"18 WHITLOCK AVE NW, MARIETTA, GA 30064",,,Marietta,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.gwtwmarietta.com,,,,,,"","","",,,,,,,,,,30064,,,,,,"","",
,Gordon County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Calhoun, Georgia, USA",,,,,"335 �S WALL STREET, CALHOUN, GA 30703",,,Calhoun,,,Gordon County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://gordoncounty.org/government/volunteer-boards/historical-society/,,,,,,"","","",,,,,,,,,,30703,,,,,,"","",
,Grady County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cairo, Georgia, USA",,,,,"101 N BROADWAY STREET, CAIRO, GA 39828-0586",,,Cairo,,,Grady County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.gradyhistorical.org/,,,,,,"","","",,,,,,,,,,39828-0586,,,,,,"","",
,Grady County Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cairo, Georgia, USA",,,,,,,,Cairo,,,Grady County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.gradyhistorical.org,,,,,,"","","",,,,,,,495,,,73023-0495,,,,,,"","",
,Grantville Better Hometown,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Grantville, Georgia, USA",,,,,"276 LAGRANGE STREET, GRANTVILLE, GA 30220-1762",,,Grantville,,,Coweta County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30220-1762,,,,,,"","",
,Grayson Arts And History Center,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Grayson, Georgia, USA",,,,,"2070 ROSEBUD RD, GRAYSON, GA 30017",,,Grayson,,,Gwinnett County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.cityofgrayson.org/TheArtsandHistoryCenter.aspx,,,,,,"","","",,,,,,,,,,30017,,,,,,"","",
,Greene County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Greensboro, Georgia, USA",,,,,,,,Greensboro,,,Greene County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.greenecountyhistory.org/,,,,,,"","","",,,,,,,238,,,30642,,,,,,"","",
,Griffin Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Griffin, Georgia, USA",,,,,"POST OFFICE BOX T, GRIFFIN, GA 30224",,,Griffin,,,Spalding County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.cityofgriffin.com/visitors/griffinmuseum.aspx,,,,,,"","","",,,,,,,T,,,30224,,,,,,"","",
