,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
1437,Alton Holman Heritage Arts,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Cave Spring, Georgia, USA",,arts centre,https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,"30 Alabama Street, Cave Spring, GA 30124",https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,Cave Springs,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Floyd County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.108233, -85.338376","https://www.google.com/maps/place/30+Alabama+St,+Cave+Spring,+GA+30124/@34.1082295,-85.3385117,21z",2020-07-14,+1- 706-331-2725,https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,mailto:ahhas.org@gmail.com,https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,http://www.ahhas.org,https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,,,,"","","",,,,,,,390,https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,30124,https://web.archive.org/web/20200714194146/http://www.ahhas.org/,2020-07-14,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1439,"Americus Sumter Arts County Council ",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Americus, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200714200836/https://www.americussumterarts.org/,2020-07-14,"602 West Forsyth Street, Americus, GA 31709",https://web.archive.org/web/20200714201512/https://www.americussumterarts.org/about.html,2020-07-14,Americus,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Sumter County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"32.073169, -84.235503","https://www.google.com/maps/place/Americus+Arts/@32.0731859,-84.2356831,21z",2020-07-14,+1-229-331-1984,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:Ebnettum@gmail.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://www.americussumterarts.org/,https://web.archive.org/web/20200714200836/https://www.americussumterarts.org/,2020-07-14,,,,"","","",,,,,,,,,,,,,americus.sumter.arts,https://web.archive.org/web/20200714201758/https://www.facebook.com/americus.sumter.arts/,2020-07-14,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1446,AREA,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",Atlanta's Resource for Entertainment & Arts,not-for-profit arts organization,https://web.archive.org/web/20200714202310/http://myareaatlanta.com/,2020-07-14,"2303 Peachtree Road NE, Atlanta, GA 30309",https://web.archive.org/web/20200714202310/http://myareaatlanta.com/,2020-07-14,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.839653, -84.379527","https://www.google.com/maps/place/2303+Peachtree+Rd+NE,+Atlanta,+GA+30305/@33.8396515,-84.3817167,17z",2020-07-14,+1-404-921-9277,https://web.archive.org/web/20200714202310/http://myareaatlanta.com/,2020-07-14,mailto:grants@myareaatlanta.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,http://myareaatlanta.com/,https://web.archive.org/web/20200714202310/http://myareaatlanta.com/,2020-07-14,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1448,Aris,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theatre in Atlanta, Georgia, USA",,theatre,https://web.archive.org/web/20200714205013/https://aristheatre.org/,2020-07-14,"1105 Euclid Ave NE, Atlanta, GA 30307",https://web.archive.org/web/20200714205540/https://www.facebook.com/aristheatre.org,2020-07-14,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.763787, -84.350829","https://www.google.com/maps/place/1105+Euclid+Ave+NE,+Atlanta,+GA+30307/@33.7637864,-84.3509662,21z",2020-07-14,+1-404-692-0053,https://web.archive.org/web/20200714205422/https://aristheatre.org/contact.html,2020-07-14,mailto:aris@aristheatre.org,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://aristheatre.org/,https://web.archive.org/web/20200714205013/https://aristheatre.org/,2020-07-14,,,,"","","",,,,,,,8415,https://web.archive.org/web/20200714205013/https://aristheatre.org/,2020-07-14,31106,https://web.archive.org/web/20200714205013/https://aristheatre.org/,2020-07-14,aristheatre.orgaristheatre.org,https://web.archive.org/web/20200714205540/https://www.facebook.com/aristheatre.org,2020-07-14,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1450,Art Papers,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200714210729/https://www.artpapers.org/,2020-07-14,"1083 Austin Avenue NE, Suite 206, Atlanta, GA 30307",https://web.archive.org/web/20200714210405/https://www.artpapers.org/about/contact/,2020-07-14,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.762046, -84.352603","https://www.google.com/maps/place/1083+Austin+Ave+NE+%23206,+Atlanta,+GA+30307/@33.7620441,-84.3547916,17z",2020-07-14,+1-404-588-1837,https://web.archive.org/web/20200714210405/https://www.artpapers.org/about/contact/,2020-07-14,mailto:info@artpapers.org,https://web.archive.org/web/20200714210405/https://www.artpapers.org/about/contact/,2020-07-14,https://www.artpapers.org/,https://web.archive.org/web/20200714210729/https://www.artpapers.org/,2020-07-14,,,,"","","",,,,,,,5748,https://web.archive.org/web/20200714210405/https://www.artpapers.org/about/contact/,2020-07-14,31107,https://web.archive.org/web/20200714210405/https://www.artpapers.org/about/contact/,2020-07-14,artpapersartpapers,https://web.archive.org/web/20200714210936/https://www.facebook.com/artpapers,2020-07-14,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1465,Art Resource Collective of Savannah,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Savannah, Georgia, USA",ARC Savannah,not-for-profit arts organization,https://web.archive.org/web/20200715143853/https://www.arcsavannah.org/,2020-07-15,,,,Savannah,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Chatham County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-912-398-0047,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:info@arcsavannah.org,https://web.archive.org/web/20200715143853/https://www.arcsavannah.org/,2020-07-15,https://www.arcsavannah.org/,https://web.archive.org/web/20200715143853/https://www.arcsavannah.org/,2020-07-15,,,,"","","",,,,,,,8511,https://web.archive.org/web/20200715143853/https://www.arcsavannah.org/,2020-07-15,31401,https://web.archive.org/web/20200715143853/https://www.arcsavannah.org/,2020-07-15,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1468,Art Rise Savannah,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Savannah, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715145355/https://www.georgia-register.com/08032913-art-rise-savannah-inc,2020-07-15,"1522 Bull Street, Savannah, GA 31401",https://web.archive.org/web/20200715145355/https://www.georgia-register.com/08032913-art-rise-savannah-inc,2020-07-15,Savannah,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Chatham County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"32.061041, -81.098542","https://www.google.com/maps/place/1522+Bull+St,+Savannah,+GA+31401/@32.0610373,-81.098679,21z",2020-07-15,,,,,,,,,,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1470,Artists' Guild of Columbia County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Evans, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715164136/http://www.artistguildcc.org/,2020-07-15,,,,Evans,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Columbia County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-706-339-2955,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:info@artistguildcc.org,https://web.archive.org/web/20200715155254/http://www.artistguildcc.org/index.php/contact-us,2020-07-15,http://www.artistguildcc.org/,https://web.archive.org/web/20200715164136/http://www.artistguildcc.org/,2020-07-15,,,,"","","",,,,,,,533,https://web.archive.org/web/20200715155254/http://www.artistguildcc.org/index.php/contact-us,2020-07-15,30809,https://web.archive.org/web/20200715155254/http://www.artistguildcc.org/index.php/contact-us,2020-07-15,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1482,Artportunity Knocks,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715172025/http://www.artportunityknocks.org/,2020-07-15,"1755 The Exchange Suite 190, Atlanta, GA 30339",https://web.archive.org/web/20200715172025/http://www.artportunityknocks.org/,2020-07-15,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cobb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.909862, -84.484442","https://www.google.com/maps/place/1755+The+Exchange+SE+%23190,+Atlanta,+GA+30339/@33.909861,-84.4845782,21z",2020-07-15,+1-678-355-8734,https://web.archive.org/web/20200715172025/http://www.artportunityknocks.org/,2020-07-15,mailto:Twoods@ArtportunityKnocks.org,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,http://www.artportunityknocks.org/,https://web.archive.org/web/20200715172025/http://www.artportunityknocks.org/,2020-07-15,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1487,ARTS ATL,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715181318/https://www.artsatl.org/,2020-07-15,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-404-909-1349,https://web.archive.org/web/20200715183253/https://www.artsatl.org/contact-us/,2020-07-15,mailto:info@artsatl.com,https://web.archive.org/web/20200715181318/https://www.artsatl.org/,2020-07-15,https://www.artsatl.org/,https://web.archive.org/web/20200715181318/https://www.artsatl.org/,2020-07-15,,,,"","","",,,,,,,8983,https://web.archive.org/web/20200715181318/https://www.artsatl.org/,2020-07-15,31106,https://web.archive.org/web/20200715181318/https://www.artsatl.org/,2020-07-15,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1491,Engaging Arts,https://web.archive.org/web/20200715183542/http://engagingarts.com/,2020-07-14,"not-for-profit arts organization in Lithia Springs, Georgia, USA",Arts by Deborah Landry,not-for-profit arts organization,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,Lithia Springs,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Douglas County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-219-728-1606,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:art@renditionsstudio.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,http://engagingarts.com/,https://web.archive.org/web/20200715183542/http://engagingarts.com/,2020-07-14,,,,"","","",,,,,,,,,,,,,EngagingArts,https://web.archive.org/web/20200715185119/https://www.facebook.com/EngagingArts/,2020-07-15,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1498,ArtsBridge Foundation,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715185022/https://artsbridgega.org/,2020-07-15,"2800 Cobb Galleria Parkway, Atlanta, GA 30339",https://web.archive.org/web/20200715185022/https://artsbridgega.org/,2020-07-15,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cobb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.884659, -84.459106","https://www.google.com/maps/place/2800+Cobb+Galleria+Pkwy,+Atlanta,+GA+30339/@33.8846554,-84.4592429,21z",2020-07-15,+1-770-916-2803,https://web.archive.org/web/20200715185022/https://artsbridgega.org/,2020-07-15,,,,https://artsbridgega.org/,https://web.archive.org/web/20200715185022/https://artsbridgega.org/,2020-07-15,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1499,ArtsNow Learning,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715202131/https://artsnowlearning.org/,2020-07-15,"10 Glenlake Parkway, Suite 130, Atlanta, GA 30328",https://web.archive.org/web/20200715202131/https://artsnowlearning.org/,2020-07-15,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.936055, -84.361638","https://www.google.com/maps/place/10+Glenlake+Pkwy+NE+%23130,+Atlanta,+GA+30328/@33.9360529,-84.3638249,17z",2020-07-15,+1-404-688-2480,https://web.archive.org/web/20200715202343/https://artsnowlearning.org/contact/,2020-07-15,mailto:info@artsnowlearning.org,https://web.archive.org/web/20200715202343/https://artsnowlearning.org/contact/,2020-07-15,https://artsnowlearning.org/,https://web.archive.org/web/20200715202131/https://artsnowlearning.org/,2020-07-15,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1502,Artz for the Harp,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715204041/https://artzfortheharp.org/,2020-07-15,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-678-902-2789,https://web.archive.org/web/20200715203702/https://artzfortheharp.org/afth-contacts,2020-07-15,mailto:artzfortheharp@gmail.com,https://web.archive.org/web/20200715203702/https://artzfortheharp.org/afth-contacts,2020-07-15,http://www.artzfortheharp.org,https://web.archive.org/web/20200715204041/https://artzfortheharp.org/,2020-07-15,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1505,Asa Music Production,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Austell, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200715205915/https://www.georgia-register.com/0346068-asa-music-production-inc,2020-07-15,"4238 Tenneyson Lane SW, Austell, GA 30106",https://web.archive.org/web/20200715205915/https://www.georgia-register.com/0346068-asa-music-production-inc,2020-07-15,Austell,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cobb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.851564, -84.618377","https://www.google.com/maps/place/4238+Tenneyson+Ln,+Austell,+GA+30106/@33.851561,-84.618512,21z",2020-07-15,+1-404-538-1312,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:awalk73@bellsouth.net,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1510,Athens Film Arts Institute,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theatre in Athens, Georgia, USA",,theatre,https://web.archive.org/web/20200715210500/https://www.athenscine.com/,2020-07-15,"234 West Hancock Avenue, Athens, GA 30601",https://web.archive.org/web/20200715210500/https://www.athenscine.com/,2020-07-15,Athens,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Clarke County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.959697, -83.379659","https://www.google.com/maps/place/234+W+Hancock+Ave,+Athens,+GA+30601/@33.9597895,-83.3796803,20z",2020-07-15,+1-706-353-3343,https://web.archive.org/web/20200715210500/https://www.athenscine.com/,2020-07-14,mailto:swfeltz@gmail.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://www.athenscine.com/,https://web.archive.org/web/20200715210500/https://www.athenscine.com/,2020-07-14,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1511,Athens Folk Music and Dance Society,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"dance society in Athens, Georgia, USA",,dance society,https://web.archive.org/web/20200715211411/http://athensfolk.org/,2020-07-15,,,,Athens,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Clarke County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-706-338-3111,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:tombob@uga.edu,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,http://athensfolk.org/,https://web.archive.org/web/20200715211411/http://athensfolk.org/,2020-07-15,,,,"","","",,,,,,,346,https://web.archive.org/web/20200715211749/http://athensfolk.org/about/,2020-07-15,30603,https://web.archive.org/web/20200715211749/http://athensfolk.org/about/,2020-07-15,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1512,"AthFest, Inc",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Athens, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200716151902/http://athfesteducates.org/,2020-07-16,,,,Athens,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Clarke County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-706-548-1973,https://web.archive.org/web/20200716152215/http://athfesteducates.org/contact-athfest-educates,2020-07-16,mailto:director@athfesteducates.org,https://web.archive.org/web/20200716152215/http://athfesteducates.org/contact-athfest-educates,2020-07-16,http://athfesteducates.org/,https://web.archive.org/web/20200716151902/http://athfesteducates.org/,2020-07-16,,,,"","","",,,,,,,327,https://web.archive.org/web/20200716152215/http://athfesteducates.org/contact-athfest-educates,2020-07-16,30603,https://web.archive.org/web/20200716152215/http://athfesteducates.org/contact-athfest-educates,2020-07-16,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1515,Athens Institute for Contemporary Art,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"art gallery in Athens, Georgia, USA",ATHICA,art gallery,https://web.archive.org/web/20200716154206/https://athica.org/,2020-07-16,"675 Pulaski Street, Suite 1200, Athens, GA 30601",https://web.archive.org/web/20200716164916/https://athica.org/contact-hours/,2020-07-16,Athens,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Clarke County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.965770, -83.382288","https://www.google.com/maps/place/Athica+Athens+Institute/@33.9658577,-83.3825359,20z",2020-07-16,+1-706-850-7770,https://web.archive.org/web/20200716164916/https://athica.org/contact-hours/,2020-07-16,mailto:info@athica.org,https://web.archive.org/web/20200716164916/https://athica.org/contact-hours/,2020-07-16,https://athica.org/,https://web.archive.org/web/20200716154206/https://athica.org/,2020-07-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1516,Atlanta Celebrates Photography,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",ACP,not-for-profit arts organization,https://web.archive.org/web/20200716211431/https://acpinfo.org/,2020-07-16,"1039 Grant Street SE, #A24-105, Atlanta, GA 30315",https://web.archive.org/web/20200716211644/https://acpinfo.org/about/,2020-07-16,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.725583, -84.377706","https://www.google.com/maps/place/1039+Grant+St+SE,+Atlanta,+GA+30315/@33.7255153,-84.3797748,17z",2020-07-16,+1-404-634-8664,https://web.archive.org/web/20200716211644/https://acpinfo.org/about/,2020-07-16,mailto:info@acpinfo.org,https://web.archive.org/web/20200716211644/https://acpinfo.org/about/,2020-07-16,https://acpinfo.org/,https://web.archive.org/web/20200716211431/https://acpinfo.org/,2020-07-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
1522,Atlanta Chinese Dance Company,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"dance studio in Norcross, Georgia, USA",,dance studio,https://web.archive.org/web/20200716212125/http://www.atlantachinesedance.org/,2020-07-16,"5595 Covena Court, Norcross, GA 30092",https://web.archive.org/web/20200716212125/http://www.atlantachinesedance.org/,2020-07-16,Norcross,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Gwinnett County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.980771, -84.232963","https://www.google.com/maps/place/5595+Covena+Ct,+Norcross,+GA+30092/@33.9807439,-84.235152,17z",2020-07-16,+1-770-449-9953,https://web.archive.org/web/20200716212125/http://www.atlantachinesedance.org/,2020-07-16,mailto:atlantachinesedance@comcast.net,https://web.archive.org/web/20200716212125/http://www.atlantachinesedance.org/,2020-07-16,http://www.atlantachinesedance.org/,https://web.archive.org/web/20200716212125/http://www.atlantachinesedance.org/,2020-07-16,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-09-23 CL
