Record Number,ORGANIZATION,CATEGORY,YEAR FOUNDED,COUNTY,LOCATION,MAILING ADDRESS_1,MAILING ADDRESS_2,MAILING ADDRESS_3,EMAIL,TELEPHONE,PHONE / EMAIL,PUBLIC HOURS,PROGRAMS,COLLECTIONS,WEB SITE,SOCIAL MEDIA SITE,LAST MODIFIED
580,Plains Historic Preservation Trust,Society/Association,1977,Sumter,,P. O. Box 17,"Plains, GA   31780",,,229-824-4312,,None Specified.,Preservation of historic sites and buildings in Plaines.  Supports field trips for students to the area.  Self-guided driving tour of Plains and the Jimmy Carter National Historic Site.,,,,
581,Polk County Historical Society,Historical Society,1974,Polk,,P.O. Box 203,"Cedartown, GA   30125",,,770-749-0073,,"W, 1:13-4pm; Sat. noon-4pm","Acquisition and preservation of artifacts and records pertaining to the history of Polk County; exhibits, lectures, historic preservation, tours of homes, and festivals; participates in the Main Street Association.","Letters, papers, journals, business records, maps, photographs, newspapers, furniture, household textiles and accessories, clothing, handicrafts, weapons, metalwork, coins, glass, ceramics, African American history, and American Indian artifacts.",http://polkhist.home.mindspring.com/,,
582,Port City Branch Library,"Library (Public, Research, Special, etc.)",,Chatham,,3501 Houlihan Ave.,"Savannah, GA   31408",,,,912-964-8013  /  tugglej@liveoakpl.org,"M, W, Thu 12-6; Tu 10-6; F-Sat 2-6",,,http://www.liveoakpl.org,,
583,Port Wentworth Branch Library,"Library (Public, Research, Special, etc.)",,Chatham,,102 Aberfeldy Street,"Port Wentworth, GA   31407",,,,912-964-0371  /  tugglej@liveoakpl.org,Tu 10-1 & 2-5; W-F 3-6,,,http://www.liveoakpl.org,,
584,Prater's Mill Foundation,"Historic Site (Parks, etc.), Library (Public, Research, Special, etc.)",1971,Whitfield,,P.O. Box Drawer H,"Varnell, GA   30756",,,,706-694-6455  /  PratersMill@PratersMill.org,Daylight until Dark,,"The foundation preserves and interprets the life and work of the historic mill community in Whitfield County. Prater's Mill holds regular exhibits of artifacts and archival materials in buildings in the mill community. They work in non-profit and government circles to preserve and maintain the buildings and resurrect knowledge of buildings that no longer stand. They also maintain offices in the historic Prater House, where artifacts and archives are stored.",http://www.pratersmill.org/,,
585,Pulaski Historical Commission,Historical Society,1974,Pulaski,,P. O. Box 568,"Hawkinsville, GA   31036",,,478-892-9141,,M - F 9-5,"Preservation of historic Opera House; acquisition, preservation, and exhibition of artifacts; exhibits, guided tours, educational activities, publications, concerts, and theatrical performances.","Early 20th century opera house, furniture, household accessories, and farm and shop tools.",,,
586,Quinlan Visual Arts Center,"Museum, Library (Public, Research, Special, etc.), Society/Association",1964,Hall,,"514 Green Street, N.E.","Gainesville, GA   30501",,,,770-536-2575  /  info@quinlanartscenter.org,"M-F, 9-5; Sat, 10-4; Closed Sunday","Exhibits, classes, workshops, lectures, summer art camp for children, tours and educational activities relating to visual arts and art history.","Paintings, art objects and gift shop with original artwork by local and regional artists.",http://www.quinlanartscenter.org,,
588,Brooks County Museum and Cultural Center,Museum,1993,Brooks,,121 N. Culpepper Street,"Quitman, GA   31643",,,229-263-6000,,Mon. - Fri. contact for times,,"Museum has local and area history exhibits and sponsors arts and music presentations. Original Civil War Confederate banner; confederate memorabilia; farm and tool implements, first leaded glass dental x-ray machine south of the Mason-Dixon line and other artifacts.",http://www.brookscountymuseum.com/,,2019-Jun-08
589,Rabun County Historical Society,Historical Society,1978,Rabun,,81 North Church Street,P.O. Box 921,"Clayton, GA   30525",,706-782-5292,,Mon. & Fri. 10 am - 2 pm and by appointment.,"Promotes historical publications and reprinting of Sketches of Rabun County History and Rabun County, Georgia, and Its People. The society operates a museum on the corner of Church and Hiawassee streets in Clayton. Published new book Pictorial History of Rabun County in 2003. Museum has permanent and rotating exhibits pertinent to Rabun County and Appalachia, a research library, and publications for sale.","The Society houses a growing collection of research materials for Rabun County and the surrounding areas, as well as unique items that are invaluable to area researchers. Land records include title abstracts dating to the original 1820 land lottery. Other records include church histories, school histories, The Clayton Tribune back issues (indexed), railroad maps, family histories, census records, cemetery records, obituaries, county histories, Civil War records, and marriage records.",https://www.rabunhistory.org/,https://www.facebook.com/RCHS1819/,2019-May-29
590,Ralph Mark Gilbert Civil Rights Museum,Museum,1996,Chatham,,"460 Martin Luther King, Jr. Boulevard","Savannah, GA   31401",,,912-231-8900,,"M-Sat, 9-5.","Exhibition of historical displays on the Civil Rights Movement in Savannah.  Guided, narrated tours of interactive exhibition areas.",,http://www.sip.armstrong.edu/CivilRightsMuseum/Civilindex.html,,
591,Randolph County Library,"Library (Public, Research, Special, etc.)",1917,Randolph,,106 Pearl Street,"Cuthbert, GA   39840",,,229-732-2566,,"M-F, 9-6; Sat, 9-2.",Promotion of historical and genealogical research.,Georgia Room collection contains general historical and genealogical resources.,http://www.randolphlibrary.org/,,
592,Randolph Historical Society,Historical Society,1973,Randolph,,P. O. Box 472,"Cuthbert, GA   39840",,,229-732-5944,,None Specified.,"Preservation of historic buildings and homes; reprinted a history of Randolph County, 1977,  restoration of the county courthouse clock, an original Seth Thomas model.","Pilot club scrapbook, furniture, and archival materials donated to the Andrew College Library Archives; Randolph County History, vol. 2.",,,
593,Rhodes Hall,"Society/Association, Other",,Fulton,,"1516 Peachtree St., NW","Atlanta, GA   30309",,,404-881-9980,,"TGT: 8-5 M-F/ Rhodes Hall: 11-4 T-F, 10-2 Sat, 12-3 Sun","Historic Preservation information, Historic Preservation advocacy, technical assistance, workshops, Endangered Properties- Revolving Fund, easements, heritage education.","The Georgia Trust for Historic Preservation operates 2 historic house museums: Rhodes Hall in Atlanta, GA and the Hay House in Macon, GA.",http://www.georgiatrust.org/historic_sites/rhodes_hall.htm,,
594,Robert C. Williams Paper Museum,Museum,1936,Fulton,,500 10th Street N.W.,"Mail Code 0620, GT","Atlanta, GA   30332",,,404-894-6663  /  teri.williams@ipst.gatech.edu,"M-F, 9-5.","Exhibits related to the history, science and art of paper and papermaking from 4000 BC to modern technology; four changing exhibitions per year; guided tours and hands-on workshops; and traveling exhibitions.","Artifacts related to paper, papermaking, book binding and printing from 4000 BCE to the present; Historic Book Collection featuring the work of Dard Hunter.",http://www.ipst.gatech.edu,,
595,Robert Toombs House State Historic Site,"Historic Site (Parks, etc.)",1982,Wilkes,,216 E. Robert Toombs Avenue,P. O. Box 605,"Washington, GA   30673",,,706-678-2226  /  Robert_Toombs@dnr.state.ga.us,"Open Wed-Sun, 9-5;","Preservation and interpretation of Robert Toombs, Bridagder General, U.S. Senator and  Confederate Secretary of State's antebellum home and its furnishings; exhibits, films, and guided tours.","Antebellum house and outbuildings; architectural materials, furniture, household textiles and accessories, metalwork, glass, and pottery.",http://gastateparks.org/info/rtoombs/,,
596,Rockdale County Genealogical Society,"Genealogical Society, Library (Public, Research, Special, etc.), Society/Association",1993,Rockdale,,864 Green Street,"Conyers, GA   30012",,,,770-388-5040  /  zawadzki@bellsouth.net,n/a,"Promotes historical and genealogical research, field trips, special speakers,adding new research tools to Special Collections Room and a quarterly newsletter.","The Library has a growing collection of county histories, genealogy magazines and research aids in addition to census information, Family File folders and a Surname list.",http://mtf.home.mindspring.com,,
597,Rockdale County Historical Society,Historical Society,1973,Rockdale,,967 Milstead Avenue,P. O. Box 351,"Conyers, GA   30012",,770-483-4398,,"Apr-Nov: Sun, 3-5.","Exhibits, renovation of historic buildings including a county jail and a depot, and publications.",Old Jail Museum which has a county history collection.,,,
598,Roddenbery Memorial Library,"Library (Public, Research, Special, etc.)",1939,Grady,,320 North Broad Street,"Cairo, GA   39828",,,,229-377-3632  /  rml@rmlibrary.org,"M - Th 10-6; F, 10-3; Sat, 10-2.",Promotion of historical and genealogical research.,"Collection of some historic photographs of Grady County, local and family  histories, and the Cairo Messenger on microfilm.",http://www.rmlibrary.org,,
599,Roland Hayes Museum,Museum,2000,Gordon,,P.O. Box 2492,212 S. Wall St.,"Calhoun, GA   30701",,706-629-2599,,Contact for more information.,The mission of the Roland Hayes Museum is to honor the life and perpetuate the musical artistry of Roland Hayes.,,https://harrisartscenter.com/roland-hayes/,,2019-Oct-04
600,Rome Area Heritage Foundation,Historical Society,1973,Floyd,,P. O. Box 6181,"Rome, GA   30162",,,706-236-4332,,None Specified.,"Provide support for restoration and preservation of historic sites and objects, annual awards to local people who are active in historic preservation, and  publications or other educational efforts related to the history of the city of Rome and Floyd County.",,,,
601,Rome Area History Museum,Museum,1995,Floyd,,305 Broad Street,"Rome, GA   30161",,,,706-235-8051  /  info@romehistorymuseum.com,"Tu-Sat, 10-5.","Acquisition and preservation of historical records and artifacts pertaining to the history of the city of Rome, Floyd County and surrounding counties.",Operates a museum in a restored building on Broad Street.,http://www.romehistorymuseum.com,,
602,Rome-Floyd County Library Special Collections Department,,1911,Floyd,,205 Riverside Parkway,"Rome, GA   30161",,,706-236-4607,,"M-Th, 8:30-8:30;  F, 8:30-6; Sat, 10-5; Sun, 1:30-","Acquisition of materials and records on the subjects of local, state, and Southern history, the Cherokee Indians, the Civil War, and genealogy.  Guided tours and educational programs available.","Letters, papers, oral histories, maps, photographs, newspapers, genealogical periodicals, and published histories.",http://www.romelibrary.org,,
603,Roopville Archive and Historical Society,Historical Society,1984,Carroll,,165 Old Highway 27S,P. O. Box 285,"Roopville, GA   30170",,770-854-8099,,Mon. 1-5 and by appointment,"Acquisition and preservation of historic records and artifacts pertaining to Roopville; exhibits, oral history interviews, craft fairs, and educational activities; restoration of a bank building (1912) for use as a museum.","Letters, papers, photographs, and city, county and business records; medical instruments, early 20th-century icebox and butter churn, farm tools, quilts, church communion cups - 20th century, school basketball trophies, genealogy records and history books.",http://freepages.history.rootsweb.com,,
604,Roosevelt's Little White House,Museum,1947,Meriwether,,401 Little White House Rd.,"Warm Springs, GA   31830",,,706-655-5870,,"Daily, 9-4:45; closed Thanksgiving, Christmas, & New Years","Georgia's most highly-visited State Historic Site, consisting of FDR's home, much as he left it when he died in 1945.  Two museums; other historic buildings; 2 of FDR's vehicles, and a movie narrated by Walter Cronkite.","Buildings, architectural materials, furniture, household textiles and accessories, FDR's personal artifacts, gifts to the President, tributes to the President, vintage film, vintage automobiles, stones from all 50 states and the District of Columbia.  Gifts, personal belongings of the late President Franklin Delano Roosevelt.",http://www.fdr-littlewhitehouse.org,,
605,"Root House Museum, The","Historical Society, Museum",1974,Cobb,,145 Denmead Street,"Marietta, GA   30060",,,,770-426-4982  /  CLHS2@bellsouth.net,"Tu-Sat, 11:00-4:00.","Preservation of historic sites and structures in Cobb County; Root House Museum; school tour program; speakers' bureau; preservation technical assistance; fundraising activities; newsletter, The Landmarker, published 6 times a year (even numbered months).","The William Root House, a house museum depicting a middle class, urban lifestyle of the 1850's.",http://www.cobblandmarks.com,,
606,Rose Lawn Museum,Museum,,Bartow,,224 West Cherokee Ave.,"Cartersville, GA   30120",,,,770-387-5162  /  roselawnga@comcast.net,Tues. - Fri. 10-5,"Tours, exhibts.","Renovated House Museum with original buildings on grounds including the school house, smoke house, and carriage house.",http://www.roselawnmuseum.com/,,
607,Roswell Historical Society,"Archives, Historical Society, Library (Public, Research, Special, etc.)",1971,Fulton,950 Forrest Street,P. O. Box 1636,"Roswell, GA   30077",,,,770-992-1665  /  societyrhs@gmail.com,Mon. & Thurs. 1 pm - 4 pm; Wed. 10 am - Noon; By appointment,"The organization works to acquire and preserve historic records, artifacts, historic sites and structures pertaining to the history of Roswell.  Programs include exhibits, slide shows, guided tours, field trips, educational activities and annual antiques show & sale.  The organization shares information with others through publications, and newsletter.  Meetings are held monthly.  Visit website for more information.","The Research Library and Archives houses outstanding collections of manuscripts, maps, books, audio/visual material, visual arts, photographs, newspapers, pamphlets, residence and family files, textiles, and artifacts related to Roswell, Georgia and its environs. Search collections here - https://www.roswellhistoricalsociety.org/our-collections.html.",http://www.roswellhistoricalsociety.org,https://www.facebook.com/RoswellHistoricalSociety/,2019-Jul-03
608,Roundhouse Railroad Museum,Museum,,Chatham,,601 W. Harris Street,"Savannah, GA   31401",,,,912-651-6823  /  nfleming@chsgeorgia.org,"9-5 daily except Thanksgiving, Christmas, New Year","Dinner programs, student programs, girl scout programs, hard-hat preservation tours","steam locomotives, diesel locomotives, Smith and Porter Stationary Steam Engine, 1858 assorted rail cars, historic structures from c. 1855 to c. 1925",www.chsgoergia.org,,
609,Salvation Army Southern Historical Center,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections), Museum",1986,Fulton,,"1032 Metropolitan Parkway, SW","Atlanta, GA   30310",,,,404-752-7578  /  historical_center@uss.salvationarmy.org,Call ahead (generally M-F: 9-12 and 1-4),"A 3600 square foot museum interprets the history of The Salvation Army, its origins in Victorian England, its extension to the United States, and its spread across the American South.  Acquisition and preservation of records relating to The Salvation Army in the American South, including its clergy, congregations, and laypersons, and social institutions in the South.  Oral history program focusing on southern Salvationists and Salvation Army congregational life: Congregational and spiritual Life Archives..","Artifacts, archival materials (mainly with visual value), over 100,000 photographs and small research library related primarily to The Salvation Army.",http://www.salvationarmyhistory.org,,
610,Sandersville Technical College,,,Washington,,1189 Deepstep Road,"Sandersville, GA   31082",,,478-553-2089,,8:00 AM--8:00 PM (M-TH); 8:00 AM--1:00 PM (F),,"Technical college collection of books, reference materials, and periodicals.",http://www.sandersvilletech.edu/library/library.htm,,
611,Sandy Springs Arts and Heritage Society,Historical Society,1980,Fulton,,"254 Johnson Ferry Road, NW","Sandy Springs, GA   30328",,,404-303-6172,,None Specified.,Promotes the visual arts and artists in the Sandy Springs community.  Provides volunteer support for the Abernathy Arts Center;.,Maps and photographs.,,,
612,Sandy Springs Historic Community Foundation,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections), Genealogical Society, Historical Society, Museum, Historic Site (Park etc.)",1986,Fulton,,6110 Bluestone Road,"Sandy Springs, GA   30328",,,,404-851-9111  /  information@heritagesandysprings.org,"M-F, 9-5",The mission of Heritage Sandy Springs (HSS) is to preserve and promote the historical and cultural identity of Sandy Springs. The non-profit organization presents programs and events on behalf of the community throughout the year.,"Library, archive, museum",http://www.heritagesandysprings.com,,
613,Sara Hightower Regional Library,"Library (Public, Research, Special, etc.)",,Floyd,,205 Riverside Parkway,"Rome, GA   30161",,,706-236-4607,,Mon. - Thurs. 8:30 am - 8:30 pm; Sat. 10am - 5pm,,,http://start.shrls.org/heritage/,,
614,Douglas-Coffee County Branch,"Library (Public, Research, Special, etc.)",,Coffee,,"200 S. Madison Ave., Suite D","Douglas, GA   31533",,,,912-384-4667  /  genlib@srlsys.org,Mon. - Thurs. 10 am - 6 pm; Fri. 10 am - 4 pm; Sat. 10 am - 2 pm,"Acquisition and preservation of records pertaining to genealogy and local and regional history; books on Atkinson, Coffee, and Jeff Davis counties cemeteries and marriages; instructional programs on online genealogy resources.","Letters and papers, city, county, school, genealogical records, family files, Coffee County obituary files, U.S. Georgia census film, 1820-1920, Florida, North Carolina, Florida, Alabama, Tennessee, Virginia and South Carolina census files, Georgia vital records of deaths, marriages, and divorces, local newspaper microfilm.",http://srlsys.org/genealogy/,https://www.facebook.com/SatillaRegionalLibrary,2019-May-28
615,Sautee Nacoochee Community Association,"Historical Society, Museum",,White,,PO Box 460,"Sautee Nacoochee, GA   30571",,,706-878-3300,,9AM-5PM Mon.-Fri. 10AM-5PM,,,http://www.snca.org/museum.html,,
616,Savannah Area Genealogical Association,Genealogical Society,1983,Chatham,,P.O. Box 15385,"Savannah, GA   31416",,,,912-631-3301  /  wfh31307@hotmail.com,Library Hours are Mon-Thurs 9 to 9; Fri-Sat 9 to 6,Monthly meeting with program and an annual fall workshop.,Materials are housed in the Chatham-Effingham Library in Savannah.,http://www.savannahgenealogy.org,,
617,Savannah College of Art and Design,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections), Government Agency (Federal, State, Local)",1978,Chatham,,P.O. Box 3146,"Savannah, GA   31402",,,,912-525-6913  /  roallen@scad.edu,"M-F, 8:30-5","Restoration and preservation of historic buildings; exhibits, seminars, lectures, field trips, and other activities supporting an academic historic preservation program.  Undergraduate and graduate programs.  On-campus, off-campus and on-line programs.",Architectural records and photographs.,http://www.scad.edu,,
618,Savannah Jewish Archives,Society/Association,1995,Chatham,,501 Whitaker Street,"Savannah, GA   31401",,,,912-651-2125  /  lstoudt@georgiahistory.com,"Tue-Sat, 10-5",Acquisition and preservation of records and artifacts pertaining to the history of the Jewish community in Savannah.,"Materials are housed at the Georgia Historical Society Library and include records of social and benevolent organizations and synagogues; the Savannah Jewish News; books, business records and family papers, photographs, oral histories, and artifacts.",http://www.georgiahistory.com,,
619,Savannah River Valley Genealogical Society,Genealogical Society,1987,Hart,,P. O. Box 895,"Hartwell, GA   30643",,,,,See website for meeting information.,Promotion of historical and genealogical research; publishes a monthly newsletter,Materials are donated to the Hart County Library in Hartwell.,https://srvgs.wordpress.com/,,2019-Mar-15
620,Asa H. Gordon Library and Archives,Academic Library (Archives or Special Collections),,Chatham,,2200 Tompkins Rd Box 20394,Savannah State University,"Savannah, GA   31404",,,912-358-4333  /  specialcollections@savannahstate.edu,By Appointment.,"The Savannah State University Archives was established to collect, describe, preserve and make available University records of permanent institutional and historical value. The Archives serves as a research source for the study of the University's history by members of the University community and the scholarly community at large. The Archives seeks to further institutional academic pursuit through exhibits and forums for lectures, presentation and academic discussions.","The collections of the SSU Archives are organized into five broad areas: University Archives, Manuscript Collection, Visual Material Collection, Books, and Memorabilia. The University Archives contain records that provide an historical account of the daily administration of the University. The manuscripts and book collection contains papers and published works of faculty, staff, and alumni.  The visual materials collection includes materials ranging from photographs to architectural drawings.",http://library.savannahstate.edu/quick_links/use_the_archives.php,,2019-Oct-03
621,Savannah-Ogeechee Canal Society,Museum,,Chatham,,681 Fort Argyle Road,"Savannah, GA   31419",,,,912-748-8068  /  info@savannahogeecheecanal.com,9-5 Every Day,"Walking/hiking trails and tours encompassing the cultural and natural history of SE coastal GA. Museum, historic preservation, archeology, educational activities, models and lock demonstrations,live animal displays, butterfly garden, nature displays and reference library, and Canal Days celebration in May and Civil War Event in December.","circa 1830-present canal artifacts on display and in collection, locktender house dig site with artifact collection, historic canal photographs, maps and documents, and natural history documents and specimens.",http://www.savannahogeecheecanal.com/site/,,
622,SCAD Museum of Art,"Historic Site (Parks, etc.)",,Chatham,,227 Martin Luther King Jr. Blvd.,"Savannah, GA   31401",,,,912-525-7191  /  smburke@scad.edu,Mon.-Fri. 10 am-5 pm; Sunday 1-5 pm,"Continuing calendar of lectures, interdisciplinary courses, internships, exhibitions, gallery talks, workshops, and special events and projects.","Approximately 4,500 objects in permanent collections which include the Newton Collection of British and American Art with Old Master paintings, prints, and drawings from the 17th- through the early 19th-centuries (Van Dyck, Kneller, Lely, Gainsborough, Reynolds, Hogarth, Gilbert Stuart, etc.), the Rhoades Collection of Photography with works by major 19th- and 20th-century photographers, and 20th-century works including examples by Picasso and De Kooning. Also on exhibit are illustrated rare books by American and British authors as well as rare maps from the 16th-20th centuries. The museum's collections additionally include the Evans Collection of African-American Art which will be on view in the future Walter O. Evans Center for African American Studies (under development). The museum is housed in the 1856 National Historic Landmark former headquarters of Central of Georgia Railroad, a historic and architectural treasure.",http://www.scad.edu/auxiliary/museum/index.cfm/,,
623,Schley County Historical Society,Historical Society,1979,Schley,,P. O. Box 326,"Ellaville, GA   31806",,,229-937-2689,,None Specified.,"Restoration and preservation of historic buildings including the old Court House, publication of a history of Schley County (1992), currently reprinted and available for purchase; and the erection of historical markers.",,,,
624,Schley County Public Library,,,Schley,,54 South Broad Street,"Ellaville, GA   31806",,,,229-937-2004  /  info@lbrls.org,M&F 10-4:30 Tu&Th 10-7 S 10-2,,,http://www.lbrls.org,,
625,Screven-Jenkins Regional Library System,"Library (Public, Research, Special, etc.)",,Screven,,106 South Community Drive,"Sylvania, GA   30467",,,,912-564-7526  /  wendyweinberger@sjrls.org,"M, W, F 10:30 am - 5:30 pm, Tues. 10:30 am - 6:00 pm, Sat. 9:30 am - 3:00 pm, Thurs and Sun closed",,,http://www.sjrls.org,,
626,Seminole County Historical Society,Historical Society,1985,Seminole,,P.O. Box 713,"Donalsonville, GA   31759",,,229-524-2588,,None Specified.,"Promotion of historical research and the publication of Cornerstone of Georgia, a History of Seminole County, 1994.",Materials are kept in the Seminole County Library in special exhibits which include  American Indian artifacts.,,,
627,Seminole County Public Library,,,Seminole,,103 W. Fourth Street,"Donalsonville, GA   39845",,,,229-524-2665  /  jsmith@swgrl.org,Mon. - Sat. 9:30 am - 5:30 pm,,"Papers, maps, photographs, census records, family histories related to Decatur, Seminole, and Miller counties and other parts of Georgia, and family search software for genealogy research.",http://www.swgrl.org,,
628,Senoia Area Historical Society,Historical Society,1978,Coweta,,P.O. Box 301,"Senoia, GA   30276",,,770-599-6457,,By appointment only.,"Fund raising events for historic preservation projects, craft fairs, restoration and preservation of historic buildings, oral history interviews, guided tours of the Senoia historic preservation district, and research related to the history of Senoia and its citizens.  Progressive Dinner in April is the largest fundraiser for the society.","19th and 20th century city, county, church, and architectural records,  a late 19th century map, clothing, and articles of personal adornment.  Collections are in storage while the society finishes restoration of its headquarters.  Co-op arrangement with East Side Elementary to collect historic photographs.  Local photographer opens gallery once per year in the fall for the Portraits of Senoia exhibit.",,,
629,Sequoyah Regional Library,,,Cherokee,,116 Brown Industrial Parkway,"Canton, GA   30114",,,770-479-3090,,"M-Th, 9-9; F-Sat, 9-5; Sun, 2-6.",Promotion of historical and genealogical research.,"Microfiche indexes to GA marriages, death and divorces (Death 1919 to 1999; Marriages & Divorces 1965 to 1999).  Microfilm - GA census 1920-1930.  GA. Census indexes 1820-1870; 1880 on CD; and 1910 on CD.  Cherokee Co., Pickens Co.; and Gilmer Co. Histories (Sequoyah Regional Library System - includes Cherokee, Pickens and Gilmer Counties).  Branch libraries have special collections rooms. Sequoyah Regional Library : collection includes Cherokee County Obituaries taken from the newspaper:  Cherokee Advance 1880 to 1938 (index), Cherokee County Cemetery Index, Georgia Counties Histories, Georgia History.  Cherokee County newspapers:  1880 to present (not indexed, except for the Cherokee Advance).  Headquaters library email:  go to home page or refdept@mail.cherokee.public.lib.ga.us",http://www.sequoyahregionallibrary.org/,,
630,Seven Springs Park,Historical Society,1985,Cobb,,3901 Brownsville Road,P. O. Box 4,"Powder Springs, GA   30127",,678-567-5611,,"T,F 1-5; 2nd, 3rd & 4th Sundays 1-5","Exhibits, oral and history interviews, and educational activities on the history of Powder Springs and surrounding areas. Operates the Powder Springs Museum with volunteers..","Letters, papers, church school, business, and genealogical books and records, 1920 census records, oral histories, maps, photographs, and newspaper; furniture, quilts, farm tools, archaeological objects, and American Indian artifacts. Herb Garden and Butterfly Garden, Path of Gold Garden, Civil War relics, and Coats and Clark Thread Mill exhibit.  Scrapbooks and filing cabinet of articles about Powder Springs and surrounding area.",http://www.cityofpowdersprings.org,,
631,"Shields Ethridge Heritage Farm, Foundation","Historic Site (Parks, etc.)",1994,Jackson,,P.O. Box 662,2355 Ethridge Road,"Jefferson, GA   30549",,706-367-2949,,Tours By appointment only.,"Scheduled field trips and guided tours of farm complex are available by appointment only.During October,a special day is planned. These annual events feature a variety of activities and demonstrations.","Agricultural tools, implements and machinery, commissary with original staples and items sold in about 1900, original printings and manuals of 1920's farm information.",http://www.shieldsethridgeheritagefarm.org/,,
632,Ships of the Sea Museum,Museum,1966,Chatham,,"41 Martin Luther King, Jr. Blvd","Savannah, GA   31401",,,912-232-1511,,"Tu-Sun, 10--5.","Guided tours, field trips, and educational activities; museum is located in the William Scarbrough House.","Scarbrough House, built in 1819 for the principal owner of the 'Savannah', the first steamship to cross the Atlantic Ocean, is the elegant setting for a colorful exhibition of ship models, paintings, maritime antiques, a video presentation, and the largest garden in the historic district.",http://www.shipsofthesea.org,,
633,Shorter University Museum and Archives,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections), Museum",1966,Floyd,,315 Shorter Avenue,"Rome, GA   30165",,,,706-233-7891  /  rroberts@shorter.edu,Archives by appointment only.  Museum: 8:30 AM - 5:00 PM,"Acquisition, preservation, cataloging, and exhibition of records and artifacts pertaining to the history of Shorter University.","19th and 20th century letters, papers, college records, photographs, newspapers, and rare books; furniture, art objects, clothing and personal adornment, tools and equipment, metalwork, glass, pottery, and ceramics.  Collections in the Eubanks Gallery of the Welcome Center include natural history specimens, early American tools and household items, and Native American artifacts from Georgia.  Shorter history exhibits are on display in the lobby of the Welcome Center.",http://www.shorter.edu/about/museum_archives.htm,,
634,Signal Corps History Office,"Government Agency (Federal, State, Local)",1984,Richmond,,431 B Street,Bldg. 29717,"Fort Gordon, GA   30905",,,706-791-3920  /  steven.rauch@us.army.mil,By appointment only,"Acquisition and preservation of records pertaining to the history of the U.S. Army Signal Corps, US Army Signal Center and Fort Gordon.  Manages the military history education program for the soldiers attending training at the Signal Center, including battlefield staff rides to sites in GA and SC.  Manages the Global War on Terrorism historical collection program to preserve experiences of current operations of the US Army Signal Corps.","Major collection subjects are US Army Signal Corps history, US Army Signal training and schools, Signal unit history and general US military history.  Limited local history collection related to the establishment of Fort Gordon, GA.",http://www.gordon.army.mil/ocos/museum/,,
635,Smyrna Historical and Genealogical Society,"Genealogical Society, Historical Society",1985,Cobb,,2861 Atlanta Rd,825 Austin Drive,"Smyrna, GA   30080",,770-431-2858,,"Open Tues. to Sat., 10 AM to 4 PM","Acquisition of historic and genealogical records and artifacts pertaining to the history of Smyrna and Cobb County; historic preservation, oral history interviews, and bi-monthly 'Lives and Times' publication.  Holds bi-monthly meetings.  The new Smyrna Museum of History opened in April, 1999 in a replica of the 1910 Smyrna Railroad Depot (which was demolished in 1959) at 2861 Atlanta Street.  Part of the complex is the restored and relocated famous Aunt Fanny's Cabin which serves as the City of Smyrna Welcome Center.","Vanished Smyrna photos, bound volumes of the Smyrna Herald and Neighbor newspapers,1958 to the present, National Genealogical Society microfiche, 1912-1989, U.S. census microfilm for Cobb county, 1840-1910, county histories, memorabilia and artifacts, and a small research library.  Video and audio tapes of oral histories; family histories, Metropolitan and Smyrna telephone directories dating to the 1950's; also, miscellaneous telephone directories from around the United States.",http://http://www.smyrnahistory.org/_museum.htm,,
636,Society for the Preservation of Laurel Grove,Historical Society,1992,Chatham,,P. O. Box 10315,"Savannah, GA   31412",,,912-232-7656,,"Daily, 8-5.","Tours and slide lectures on site.  Publication of quarterly newsletter, Footstones, and site tour maps.  Annual lantern tour in November.  Fund raising for a master plan and assessment.",,,,
637,Society of Georgia Archivists,Society/Association,1969,Fulton,,P. O. Box 133085,"Atlanta, GA   30333",,admin@soga.org,,,n/a,"The Society of Georgia Archivists (SGA) represents nearly 200 individuals and repositories that care for historical records. SGA provides a means of communication, cooperation, and training for archivists, librarians, records managers, museum and historical agency personnel and educators. SGA publishes Provenance, the journal of the Society of Georgia Archivists, and the SGA Newsletter. SGA also offers workshops, scholarships, and an annual meeting.",,http://soga.org/,,
638,Society of the War of 1812 in the State of Georgia,Society/Association,1983,Cherokee,,148 Weatherstone Square Drive,Villages at Weatherstone,"Woodstock, GA   30188",,770-804-9938,,None Specified.,Placing government gravemarkers on 1812 veteran's graves; college and high school ROTC medals; and annual meetings.,"The General Society of the War of 1812 Register 1972; The General Society of the War of 1812, 1976 Bicentennial Supplement to the 1972 Register; The General Society of the War of 1812, The Roster, 1989; The General Society of the War of 1812 Founder's Register, Commemoration 1894-1994, with a Supplement to the 1989 Roster.",,,
639,Sons and Daughters of the Pilgrims,Other,1930,Fulton,,"1604 Executive Park Ln, NE","Atlanta, GA   30329",,hsdurden@bellsouth.net,,,n/a,"Perpetuation of the memories and promotion of the principles and virtues of the Pilgrims; commemoration of the principal events in the history of the Pilgrims; lectures, scholarship awards, and newsletter.  Objects of the Society:  philanthropic, religious, educational, and scientific; to perpetuate the memory of, and to foster and promote the principles and virtures of the Pilgrims.  Society meets twice-yearly: Feb. & Sept.",,http://nssdp.com,,
